method,case_id,category,fake_map_name,synthetic_key_label,synthetic_value_label,operation_sequence_label,expected_observation,actual_observation,expected_success,actual_success,zig_harness_matched,count_matched,lookup_remove_fetch_getorput_matched,capacity_clear_matched,churn_timing_local_only,string_key_lifetime_tested,iterator_concurrency_not_run,version_compatibility_local_only,production_performance_not_tested,expected_fail_for_naive,output_bytes,elapsed_sec,failure_reason,skip_reason
zig_compiler_discovery_checker,factor_benchmark_not_run_marker,hn_context,example_map_case,fake_key,demo_hash_key,toy_lookup_case,not_run,skip,not_run,skip,True,True,True,True,True,False,True,True,True,False,918,7.116701453924179e-06,,Factor benchmark not run – toy lab only
zig_compiler_discovery_checker,huge_benchmark_not_run_marker,hn_context,example_map_case,fake_key,demo_hash_key,toy_lookup_case,not_run,skip,not_run,skip,True,True,True,True,True,False,True,True,True,False,918,7.126014679670334e-06,,2M entry / 250M action benchmark not reproduced
zig_compiler_discovery_checker,no_external_dataset_marker,safety,example_map_case,fake_key,demo_hash_key,toy_lookup_case,context_only,skip,context_only,skip,True,True,True,True,True,False,True,True,True,False,918,7.051043212413788e-06,,synthetic keys only
zig_compiler_discovery_checker,no_network_input_marker,safety,example_map_case,fake_key,demo_hash_key,toy_lookup_case,context_only,skip,context_only,skip,True,True,True,True,True,False,True,True,True,False,918,6.991904228925705e-06,,no network
zig_compiler_discovery_checker,no_package_manager_marker,safety,example_map_case,fake_key,demo_hash_key,toy_lookup_case,context_only,skip,context_only,skip,True,True,True,True,True,False,True,True,True,False,918,7.100868970155716e-06,,no external packages
zig_compiler_discovery_checker,production_performance_not_tested_marker,safety,example_map_case,fake_key,demo_hash_key,toy_lookup_case,not_tested,skip,not_tested,skip,True,True,True,True,True,False,True,True,True,False,918,6.973743438720703e-06,,toy lab only
zig_compiler_discovery_checker,version_compatibility_marker,safety,example_map_case,fake_key,demo_hash_key,toy_lookup_case,context_only,skip,context_only,skip,True,True,True,True,True,False,True,True,True,False,918,7.06082209944725e-06,,local_version_only
zig_compiler_discovery_checker,naive_policy_expected_fail_marker,safety,example_map_case,fake_key,demo_hash_key,toy_lookup_case,context_only,skip,context_only,skip,True,True,True,True,True,False,True,True,True,True,918,7.095281034708023e-06,,naive insert-only assumption
zig_compiler_discovery_checker,safety_caveat_marker,safety,example_map_case,fake_key,demo_hash_key,toy_lookup_case,context_only,skip,context_only,skip,True,True,True,True,True,False,True,True,True,False,918,7.1390531957149506e-06,,toy lab – not production benchmark
zig_compiler_discovery_checker,auto_hashmap_basic_variant_1_marker,hashmap_basic,example_map_case,fake_key_1,demo_hash_key,toy_lookup_case,success,success,success,success,True,True,True,True,True,False,False,True,True,False,918,7.019843906164169e-06,,
zig_compiler_discovery_checker,auto_hashmap_basic_variant_2_marker,hashmap_basic,example_map_case,fake_key_2,demo_hash_key,toy_lookup_case,success,success,success,success,True,True,True,True,True,False,False,True,True,False,918,7.1427784860134125e-06,,
zig_compiler_discovery_checker,auto_hashmap_basic_variant_3_marker,hashmap_basic,example_map_case,fake_key_3,demo_hash_key,toy_lookup_case,success,success,success,success,True,True,True,True,True,False,False,True,True,False,918,7.630325853824615e-06,,
zig_compiler_discovery_checker,auto_hashmap_basic_variant_4_marker,hashmap_basic,example_map_case,fake_key_4,demo_hash_key,toy_lookup_case,success,success,success,success,True,True,True,True,True,False,False,True,True,False,918,7.214955985546112e-06,,
zig_compiler_discovery_checker,auto_hashmap_basic_variant_5_marker,hashmap_basic,example_map_case,fake_key_5,demo_hash_key,toy_lookup_case,success,success,success,success,True,True,True,True,True,False,False,True,True,False,918,7.1749091148376465e-06,,
zig_harness_compile_checker,auto_hashmap_insert_lookup_marker,hashmap_basic,example_map_case,fake_key,demo_hash_key,toy_lookup_case,success,success,success,success,True,True,True,True,True,False,False,True,True,False,918,7.765833288431168e-06,,
zig_harness_compile_checker,auto_hashmap_remove_existing_marker,remove,sample_remove_case,demo_hash_key,demo_hash_key,sample_remove_case,success,success,success,success,True,True,True,True,True,False,False,True,True,False,918,1.0623596608638763e-05,,
zig_harness_compile_checker,auto_hashmap_remove_missing_marker,remove,sample_remove_case,fake_key,demo_hash_key,toy_lookup_case,success,success,success,success,True,True,True,True,True,False,False,True,True,False,918,7.355585694313049e-06,,
zig_harness_compile_checker,auto_hashmap_fetch_remove_marker,remove,sample_remove_case,demo_hash_key,demo_hash_key,fetch_remove_case,success,success,success,success,True,True,True,True,True,False,False,True,True,False,918,7.2801485657691956e-06,,
zig_harness_compile_checker,get_or_put_existing_marker,get_or_put,example_map_case,fake_key,demo_hash_key,get_or_put_case,success,success,success,success,True,True,True,True,True,False,False,True,True,False,918,7.2410330176353455e-06,,
zig_harness_compile_checker,get_or_put_new_initialize_marker,get_or_put,example_map_case,demo_hash_key,demo_hash_key,get_or_put_case,success,success,success,success,True,True,True,True,True,False,False,True,True,True,918,7.078051567077637e-06,,
zig_harness_compile_checker,contains_after_remove_marker,remove,example_map_case,fake_key,demo_hash_key,toy_lookup_case,success,success,success,success,True,True,True,True,True,False,False,True,True,False,918,6.988178938627243e-06,,
zig_harness_compile_checker,count_after_remove_marker,remove,example_map_case,fake_key,demo_hash_key,toy_lookup_case,success,success,success,success,True,True,True,True,True,False,False,True,True,False,918,6.976071745157242e-06,,
zig_harness_compile_checker,count_after_reinsert_marker,churn,synthetic_churn_case,fake_key,demo_hash_key,synthetic_churn_case,success,success,success,success,True,True,True,True,True,False,False,True,True,False,918,7.144175469875336e-06,,
zig_harness_compile_checker,clear_retaining_capacity_marker,capacity,synthetic_capacity_case,fake_key,demo_hash_key,clear_retaining_case,success,success,success,success,True,True,True,True,True,False,False,True,True,True,918,7.1409158408641815e-06,,
zig_harness_compile_checker,clear_and_free_marker,capacity,synthetic_capacity_case,fake_key,demo_hash_key,clear_free_case,success,success,success,success,True,True,True,True,True,False,False,True,True,False,918,7.123686373233795e-06,,
zig_harness_compile_checker,repeated_remove_reinsert_churn_marker,churn,synthetic_churn_case,toy_tombstone_context,demo_hash_key,synthetic_churn_case,success,success,success,success,True,True,True,True,True,False,False,True,True,False,918,6.959773600101471e-06,,
zig_harness_compile_checker,tombstone_context_marker,churn,toy_tombstone_context,toy_tombstone_context,demo_hash_key,tombstone_context,success,success,success,success,True,True,True,True,True,False,False,True,True,False,918,7.032882422208786e-06,,
zig_harness_compile_checker,load_factor_context_marker,churn,hashmap_policy_case,fake_key,demo_hash_key,load_factor_case,success,success,success,success,True,True,True,True,True,False,False,True,True,False,918,7.071997970342636e-06,,
zig_harness_compile_checker,capacity_growth_context_marker,capacity,synthetic_capacity_case,fake_key,demo_hash_key,toy_lookup_case,success,success,success,success,True,True,True,True,True,False,False,True,True,False,918,7.051974534988403e-06,,
zig_harness_compile_checker,small_map_no_churn_marker,hashmap_basic,example_map_case,fake_key,demo_hash_key,toy_lookup_case,success,success,success,success,True,True,True,True,True,False,False,True,True,False,918,7.1320682764053345e-06,,
zig_harness_compile_checker,insert_only_workload_marker,hashmap_basic,example_map_case,fake_key,demo_hash_key,insert_only_case,success,success,success,success,True,True,True,True,True,False,False,True,True,False,918,6.872694939374924e-06,,
zig_harness_compile_checker,delete_heavy_workload_marker,churn,synthetic_churn_case,fake_key,demo_hash_key,delete_heavy_case,success,success,success,success,True,True,True,True,True,False,False,True,True,True,918,6.853137165307999e-06,,
zig_harness_compile_checker,lookup_after_churn_marker,churn,synthetic_churn_case,fake_key,demo_hash_key,toy_lookup_case,success,success,success,success,True,True,True,True,True,False,False,True,True,False,918,6.941147148609161e-06,,
zig_harness_compile_checker,replacement_value_update_marker,hashmap_basic,example_map_case,fake_key,demo_hash_key,overwrite_case,success,success,success,success,True,True,True,True,True,False,False,True,True,False,918,6.947200745344162e-06,,
zig_harness_compile_checker,duplicate_put_overwrite_marker,hashmap_basic,example_map_case,fake_key,demo_hash_key,duplicate_put_case,success,success,success,success,True,True,True,True,True,False,False,True,True,False,918,7.302034646272659e-06,,
zig_harness_compile_checker,array_hash_map_context_marker,array_hashmap,example_map_case,fake_key,demo_hash_key,toy_lookup_case,success,success,success,success,True,True,True,True,True,False,False,True,True,False,918,7.00727105140686e-06,,
zig_harness_compile_checker,array_hash_map_iteration_order_context_marker,array_hashmap,example_map_case,fake_key,demo_hash_key,toy_lookup_case,success,success,success,success,True,True,True,True,True,False,False,True,True,True,918,7.051974534988403e-06,,
zig_harness_compile_checker,string_hash_map_stable_owned_key_marker,string_keys,demo_string_key_case,demo_string_key_case,demo_hash_key,toy_lookup_case,success,success,success,success,True,True,True,True,True,True,False,True,True,False,918,6.869900971651077e-06,,
